Player,Team within selected timeframe,Position,Age,Contract expires,Minutes played,Passport country,Foot,Height,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Successful attacking actions per 90,Goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m",xA per 90,Shot assists per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Progressive passes per 90,"Accurate progressive passes, %",,
B. Mbeumo,Brentford,"RAMF, CF, RW",25,2026-06-30,3358,"France, Cameroon",left,171,4.64,4.07,65.79,2.76,29.13,0.24,0.03,1.77,2.22,4.1,0.48,0.32,1.93,48.61,25,2.79,36.54,3.86,52.08,9.51,38.59,3.35,2.73,0.48,21.28,1.13,27.02,73.21,7.16,64.42,23,78.32,1.34,58,16.09,0.19,1.34,0.24,0.72,2.39,62.92,3.81,52.82,0.51,47.37,1.63,4.77,75.84,0,0
N. Collins,Brentford,RCB,24,2029-06-30,3382,Republic of Ireland,right,195,10.27,5.19,68.21,4.98,63.1,0.23,1.46,6.55,8.22,0.45,0.05,0.07,0.4,46.67,13.333,0.24,44.44,0.21,62.5,1.46,54.55,1.12,0.77,0.11,30.52,0.61,43.78,88.33,16.87,79.5,39.78,92.51,3.75,46.81,20.11,0.01,0.08,0.05,0.08,4.58,69.19,0.59,18.18,0.29,27.27,0.21,5.88,68.33,0,0
V. van Dijk,Liverpool,LCB,33,2027-06-30,3399,"Netherlands, Suriname",right,193,7.18,3.57,74.81,4.66,70.45,0,0.4,4.5,6.81,0.4,0.05,0.06,0.5,31.58,10.526,0.03,0,0.21,87.5,0.87,57.58,0.74,0.71,0.08,47.93,0.32,63.05,93.11,23.72,86.72,57.59,96.18,5.43,60.98,19.76,0.02,0.21,0.05,0.08,9.9,80.21,0.56,47.62,0.53,25,0.19,8.37,84.49,0,0
Arthur,Girona,"RCMF, RDMF, LDMF",28,2027-06-30,620,Brazil,right,171,6.39,6.97,56.25,0.58,25,0.23,0,2.32,3.72,0.87,0,0.04,0.58,25,0,0.73,20,1.02,57.14,5.95,56.1,0,3.19,0.44,48.92,2.47,63,95.62,12.63,85.06,60.39,97.36,1.89,69.23,19.7,0.02,0.15,0,0,8.27,89.47,1.16,50,0.15,100,0.44,4.79,81.82,0,0
T. Nikitscher,Real Valladolid,"DMF, LCMF, LDMF",25,2026-06-30,628,Hungary,right,193,8.17,6.31,61.36,2.15,46.67,0.8,0.29,3.58,3.99,0.43,0,0,0.14,100,0,0,0,0.43,66.67,4.59,46.88,0,0.29,0,19.78,0.72,28.38,93.43,5.59,76.92,27.23,95.79,1.15,37.5,16.88,0,0,0,0,1.58,54.55,0.29,50,0.14,0,0,2.01,42.86,0,0
Unai Núñez,Athletic Bilbao,"RCB, LCB",28,2027-06-30,634,Spain,right,186,8.23,4.4,64.52,3.97,57.14,0.17,0.71,5.25,6.34,0.14,0,0.03,0.14,0,0,0,0,0.28,50,1.42,30,0.28,0.57,0,27.4,0.71,42.44,87.96,14.05,78.79,36.77,92.66,5.68,57.5,23.13,0.01,0.14,0,0.14,4.4,61.29,0.43,33.33,0.14,100,0.14,6.25,81.82,0,0
José Gragera,Espanyol,"LCMF, RDMF, DMF",24,2028-06-30,635,Spain,right,187,9.64,8.79,54.84,3.12,50,0.66,0.14,4.25,4.92,0.14,0,0.01,0.28,0,0,0,0,0.43,33.33,2.13,53.33,0.28,0.28,0,19.7,1.28,28.91,87.25,7.8,65.45,27.35,90.67,1.56,27.27,19.91,0,0,0,0,3.26,69.57,0.43,0,0.14,0,0.14,3.4,54.17,0,0
Álvaro Djaló,Athletic Bilbao,"CF, RAMF, LAMF",25,2029-06-30,638,"Spain, Guinea-Bissau",right,175,5.5,6.63,59.57,3.1,27.27,0,0,1.55,1.96,3.39,0.14,0.14,1.83,23.08,7.692,1.97,28.57,4.23,56.67,9.45,44.78,2.26,3.24,0.42,14.11,1.41,14.25,65.35,2.82,70,11.57,71.95,0.85,50,18.56,0.08,0.42,0,0.28,1.13,50,1.69,50,0,0,0.42,1.97,64.29,0,0
Ilias Akhomach,Villarreal,"RW, RAMF",20,2026-06-30,644,"Spain, Morocco",left,174,7.97,5.87,66.67,1.68,58.33,0.9,0,3.35,4.34,7.41,0.14,0.09,2.38,35.29,5.882,2.66,31.58,8.94,62.5,15.51,54.95,3.21,3.77,0.42,17.75,2.93,24.18,77.46,5.45,61.54,20.26,84.14,1.26,66.67,19.24,0.16,0.98,0.14,0.7,1.4,60,2.8,45,0.14,100,1.4,4.19,70,0,0
Héctor Bellerín,Real Betis,RB,30,2028-06-30,644,Spain,right,178,9.08,7.83,60.71,2.38,41.18,1.04,0.28,3.63,5.42,1.54,0,0.01,0.14,100,0,1.96,42.86,0.7,40,1.54,45.45,1.4,0.28,0,29.77,0,38.01,83.82,14.53,79.81,31.72,88.55,4.33,67.74,19.78,0.25,0.7,0.28,0.84,4.75,82.35,1.26,44.44,0.28,100,0.56,8.39,71.67,0,0
A. Aznou,Real Valladolid,LB,18,,652,"Spain, Morocco",left,178,12.84,11.32,64.63,1.24,66.67,0.48,0.69,5.11,5.97,1.24,0,0.03,0.14,0,0,0.83,0,2.76,45,9.52,37.68,0.83,1.79,0.28,16.7,1.38,26.78,73.2,13.11,68.42,23.19,79.17,2.9,42.86,17.21,0,0.14,0.28,0,4.28,64.52,0.97,14.29,0.28,0,0,5.66,51.22,0,0
Íñigo Lekue,Athletic Bilbao,"LB, RB",31,2025-06-30,657,Spain,right,180,8.49,7.53,50.91,1.23,33.33,0.33,0.14,4.38,5.22,1.37,0,0.04,0.14,0,0,1.78,30.77,1.92,42.86,3.84,42.86,0.55,1.23,0.41,27.26,0.27,39.45,81.6,17.12,74.4,33.42,89.75,4.52,36.36,20.11,0.01,0.27,0.14,0,6.85,72,1.78,46.15,0.14,100,0.27,8.63,74.6,0,0
Dani Carvajal,Real Madrid,RB,33,2026-06-30,672,Spain,right,173,10.31,5.89,70.45,2.01,60,0.76,0.27,5.63,8.03,1.34,0.13,0.16,0.54,50,25,2.14,37.5,0.67,40,3.88,34.48,1.74,1.21,0.13,46.07,0.94,55.98,86.84,14.06,82.86,51.29,90.34,2.81,57.14,17.67,0.01,0.4,0,0,4.42,72.73,2.68,45,0.27,100,0.8,6.56,71.43,0,0
A. Candela,Real Valladolid,"RB, LB",25,2027-06-30,675,Italy,right,185,5.47,3.87,51.72,0.53,25,0,0.53,3.47,3.94,1.73,0,0.01,0.13,0,0,2.27,35.29,1.6,50,4,40,0.27,2.27,0.8,31.47,0.67,40.13,82.72,16.67,74.4,31.47,90.25,6.67,64,19.51,0.09,0.4,0.13,0.4,4.13,80.65,2.13,37.5,0.13,100,0.13,9.47,63.38,0,0
Jaime Mata,Las Palmas,"CF, RAMF",36,2025-06-30,678,Spain,right,186,3.19,3.45,38.46,6.37,39.58,0.22,0.13,1.73,2.87,1.33,0,0.26,1.33,40,0,1.46,27.27,0.8,50,5.58,26.19,2.92,0.4,0,11.68,1.59,16.19,73.77,2.26,58.82,14.07,78.3,0.93,71.43,16.73,0.01,0.27,0,0.13,1.06,37.5,1.06,37.5,0,0,0.27,1.46,81.82,0,0
Munir El Haddadi,Leganés,"AMF, LAMF, LWF",29,2026-06-30,683,"Spain, Morocco",left,176,3.43,4.48,41.18,3.95,26.67,0.17,0.13,1.45,1.84,2.11,0.4,0.11,1.32,50,30,1.19,44.44,1.84,42.86,10.28,33.33,1.05,0.53,0.13,14.23,3.16,20.16,77.12,4.74,69.44,18.18,81.16,0.79,33.33,14.78,0.05,0.66,0.13,0.4,1.45,81.82,1.58,58.33,0.26,50,0.66,3.03,60.87,0,0
Pau Navarro,Villarreal,"RB, LCB",20,2030-06-30,683,Spain,right,185,10.67,8.17,67.74,2.37,38.89,0.57,0.66,4.74,6.84,0.53,0,0,0.13,0,0,0.26,0,0.53,100,1.98,73.33,0.13,0.26,0,29.39,1.05,43.48,88.48,17,79.84,38.48,92.12,4.88,62.16,18.58,0,0,0,0,5.01,73.68,0.66,20,0.4,0,0.13,7.12,57.41,0,0
Juanpe,Girona,RCB,33,2025-06-30,684,Spain,right,190,9.61,4.47,73.53,3.68,67.86,0,1.05,6.32,8.89,0,0,0,0.13,0,0,0.13,0,0.13,0,0.53,25,0.26,0.39,0,47.89,0.13,60.79,87.01,21.71,70.91,53.68,90.69,7.11,59.26,23.8,0,0.13,0.13,0,6.97,73.58,0.79,16.67,0.39,0,0,11.45,59.77,0,0
I. Cardona,Espanyol,"CF, LW, LAMF",27,2027-06-30,689,"France, Malta",right,185,5.62,5.75,50,2.61,45,0.15,0.13,2.61,3.02,2.61,0.13,0.13,1.04,37.5,12.5,2.35,44.44,2.09,43.75,5.09,28.21,2.61,1.83,0.52,13.98,0.91,19.85,67.76,5.49,57.14,16.07,73.98,1.57,33.33,18.41,0.06,0.78,0.39,0.39,2.61,45,2.87,59.09,0.78,50,1.04,2.61,85,0,0
D. Machís,Real Valladolid,"LW, RW, RAMF",32,2026-06-30,693,"Venezuela, Spain",right,171,4.68,4.42,58.82,1.43,54.55,0,0,2.08,2.4,3.38,0,0.09,1.43,9.09,0,4.29,24.24,4.42,47.06,8.7,43.28,0.78,2.47,0.13,19.09,1.69,27.01,66.35,7.14,61.82,20,80.52,3.25,32,20.74,0.18,0.78,0.26,0.26,3.25,56,3.77,24.14,0.52,25,0.13,5.45,69.05,0,0
Enric Franquesa,Leganés,"LAMF, LB",28,2026-06-30,695,Spain,left,174,8.03,8.68,61.19,1.42,45.45,0.3,0.13,2.46,2.89,2.46,0.13,0.02,0.39,33.33,33.333,2.07,43.75,2.59,55,6.73,38.46,0.65,1.17,0.26,15.54,0.65,23.44,74.03,8.03,61.29,19.42,80,1.94,46.67,15.67,0.01,0.26,0,0.26,1.94,46.67,2.07,43.75,0,0,0.13,5.05,66.67,0,0
Jailson,Celta de Vigo,"LCB, RCB, CB",29,2025-06-30,695,Brazil,right,187,8.03,4.66,72.22,4.4,38.24,0,0.52,4.66,6.28,0.78,0,0.04,0.39,66.67,0,0.13,0,0.52,100,2.46,47.37,0.91,0.91,0,45.58,0.26,60.73,90.19,25.77,83.92,57.63,93.26,2.98,34.78,16.95,0,0,0,0,8.03,80.65,0.13,0,0,0,0.13,12.04,69.89,0,0
Jon Martín,Real Sociedad,"RCB, LCB",19,2030-06-30,699,Spain,right,185,10.82,7.34,68.42,6.82,75.47,1.17,0.9,4.89,6.37,0.26,0,0.12,0.77,33.33,0,0,0,0,0,0.13,0,0.77,0.64,0.13,27.81,0,42.23,88.72,15.58,77.69,39.14,91.78,3.09,50,21.75,0.02,0.26,0,0,3.09,62.5,0.39,66.67,0.13,0,0.26,6.18,70.83,0,0
Chuki,Real Valladolid,RCMF,21,2025-06-30,700,Spain,left,0,3.73,3.47,70.37,1.41,0,0.3,0.13,1.03,1.2,1.67,0.13,0.13,1.41,36.36,9.091,1.41,36.36,2.06,31.25,6.17,43.75,0.9,0.51,0.39,10.67,1.29,16.2,82.54,4.11,81.25,14.01,87.16,1.03,62.5,15.85,0.09,0.39,0,0.13,1.54,83.33,0.9,42.86,0,0,0,2.96,69.57,0,0
Edu Expósito,Espanyol,"AMF, RCMF",28,2027-06-30,708,Spain,right,178,5.72,6.36,42,2.03,31.25,0.43,0,2.67,3.04,2.29,0,0.07,1.4,27.27,0,2.03,31.25,2.03,62.5,8.77,42.03,1.4,1.78,0.51,22.5,2.03,32.8,72.09,13.98,55.45,26.95,78.77,4.07,43.75,21.26,0.21,1.91,0.25,0.51,7.12,55.36,2.8,50,0.64,0,0.76,6.61,75,0,0
C. Bakambu,Real Betis,CF,34,2026-06-30,709,"France, Congo DR",right,182,3.81,3.94,48.39,6.09,29.17,0.18,0,1.78,2.53,1.78,0.25,0.33,2.67,47.62,9.524,0.51,50,0.63,40,4.82,21.05,3.43,1.14,0.25,9.65,0.63,11.3,71.91,3.3,61.54,10.66,72.62,0.13,100,12.02,0.02,0.25,0.13,0,1.14,66.67,1.02,75,0.13,0,0.51,1.65,76.92,0,0
E. Bailly,Villarreal,"LCB, RCB",31,2025-06-30,714,Côte d'Ivoire,right,187,7.06,3.15,72,2.39,73.68,0.88,0.63,4.03,4.71,0.38,0,0.04,0.38,33.33,0,0,0,0.76,33.33,1.76,28.57,0.63,1.13,0,27.48,0.25,39.33,87.5,16.01,77.95,35.04,91.73,4.29,52.94,18.45,0,0,0,0,4.54,69.44,0,0,0,0,0,7.44,59.32,0,0
W. Cheddira,Espanyol,CF,27,2028-06-30,714,"Italy, Morocco",right,186,3.66,4.54,36.11,5.42,27.91,0,0,2.02,2.36,1.64,0.13,0.17,1.13,33.33,11.111,0.13,0,2.14,58.82,12.1,37.5,2.77,1.01,0,8.7,3.03,11.22,77.53,2.77,72.73,10.84,80.23,0.25,0,13.57,0.07,0.5,0.13,0.38,0.88,71.43,0.25,0,0,0,0.76,0.5,100,0,0
R. Vargas,Sevilla,"LAMF, LWF, LW",26,2025-06-30,716,"Switzerland, Dominican Republic",right,177,5.28,4.9,48.72,2.01,43.75,0,0,2.89,3.63,4.53,0.25,0.26,1.89,33.33,13.333,3.02,25,6.03,52.08,9.8,42.31,3.9,3.77,0.88,20.99,1.01,28.78,70.74,7.54,53.33,23.51,79.68,2.26,38.89,17.51,0.17,1.26,0.38,0.5,1.76,64.29,2.51,50,0.5,0,0.75,4.53,63.89,0,0
Aridane Hernández,Rayo Vallecano,"RCB, LCB",36,2025-06-30,735,"Spain, Equatorial Guinea",right,188,8.82,3.92,81.25,4.16,61.76,0,0.24,5.63,8.12,0.37,0,0.05,0.49,50,0,0,0,0.24,50,1.22,50,0.61,0.37,0,24.73,0.73,39.06,86.21,15.06,73.17,34.78,91.55,4.29,42.86,20.35,0,0.12,0,0,4.16,58.82,0.49,0,0.49,0,0,7.35,68.33,0,0
Gerard Moreno,Villarreal,CF,33,2027-06-30,737,Spain,left,180,3.66,3.79,51.61,2.81,65.22,0,0.12,1.71,2.39,4.52,0.37,0.52,2.93,50,12.5,1.34,36.36,3.3,62.96,9.89,38.27,4.15,1.22,0.49,23.57,0.98,30.77,79.76,8.67,71.83,26.26,85.12,3.18,53.85,19.25,0.2,0.98,0.73,0.73,5.01,70.73,3.54,65.52,0.98,50,1.71,4.15,91.18,0,0
Sergi Gómez,Espanyol,"RCB, CB",33,2025-06-30,744,Spain,right,185,7.5,4.48,62.16,3.39,50,0,0.85,4.72,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,29.27,0.12,40.4,90.12,11.25,73.12,36.29,95.33,4.11,44.12,19.03,0,0,0,0,2.06,41.18,0.6,0,0.6,60,0.12,4.11,58.82,0,0
A. Nyom,Getafe,"RB, RW",36,2025-06-30,775,"France, Cameroon",right,190,4.88,5.11,56.82,3.25,42.86,0,0.12,1.97,2.67,1.39,0.12,0.1,0.93,50,12.5,1.74,40,0.81,28.57,3.72,40.63,0.93,0.46,0.12,19.05,0.7,27.06,82.83,10.1,71.26,22.18,91.1,3.25,50,16.5,0.04,0.35,0,0.23,5.23,71.11,1.51,30.77,0.12,100,0.12,3.95,88.24,0,0
E. Ávila,Real Betis,"CF, RAMF, LAMF",31,2027-06-30,780,"Argentina, Spain",left,172,4.85,3.69,56.25,2.88,36,1.16,0,1.96,2.82,3.92,0.23,0.31,1.96,64.71,11.765,3.35,31.03,2.54,59.09,8.08,44.29,3.92,1.15,0,17.19,1.85,24.92,73.61,4.73,63.41,19.73,83.04,2.08,44.44,19.73,0.2,1.73,0.12,0.69,1.5,53.85,3.12,48.15,0.12,100,1.04,3.58,77.42,0,0
Iker Losada,Celta de Vigo,"AMF, RWF, LCMF",23,2029-06-30,780,Spain,right,175,4.27,4.15,66.67,1.5,15.38,0.3,0,1.27,1.68,2.42,0.12,0.15,0.92,37.5,12.5,1.38,50,1.96,58.82,5.77,40,2.08,1.27,0.69,21.58,0.35,30.69,78.57,7.85,69.12,28.15,81.56,1.15,40,15.64,0.08,0.81,0.58,0.35,3.12,51.85,2.88,52,0.46,50,0.92,3.69,59.38,0,0
Rubén Peña,Osasuna,"RWF, RW, RB",33,2025-06-30,786,Spain,right,170,7.56,8.36,53.42,2.4,33.33,0.14,0,2.98,3.61,2.75,0,0.1,1.03,33.33,0,4.81,21.43,3.09,44.44,7.21,31.75,2.18,1.6,0.34,19.12,0.69,27.94,61.07,9.39,57.32,19.81,72.25,3.32,51.72,20.23,0.06,1.03,0,0.34,4.24,54.05,4.47,23.08,0.11,100,0.57,5.84,78.43,0,0
Stoichkov,Deportivo Alavés,"AMF, CF, LAMF",31,2027-06-30,791,Spain,right,178,3.53,3.98,51.43,2.5,27.27,0,0,1.48,2.1,2.16,0,0.1,1.71,20,0,2.05,22.22,2.73,41.67,8.19,33.33,2.5,1.25,0.23,14.79,1.59,23.32,64.39,7.74,45.59,18.77,69.09,2.62,65.22,19,0.09,0.8,1.14,0.34,3.87,55.88,3.19,46.43,1.25,36.36,1.37,3.98,77.14,0,0
Álvaro Rodríguez,Getafe,CF,20,2027-06-30,801,"Spain, Uruguay",left,193,6.97,4.83,60.47,18.54,47.88,0.3,0,3.82,5.13,2.7,0.22,0.25,2.13,52.63,10.526,0.45,50,2.36,52.38,12.36,29.09,2.7,0.45,0.11,6.85,1.91,14.04,74.4,3.03,70.37,13.26,77.12,0.34,0,15.06,0.01,0.11,0.11,0,2.02,61.11,0.9,50,0.11,100,0.56,1.35,75,0,0
A. Espino,Rayo Vallecano,LB,33,2026-06-30,805,"Uruguay, Spain",left,172,12.63,11.74,65.71,2.24,55,0.16,0.56,4.81,6.68,2.57,0,0.07,1.12,30,0,2.12,31.58,2.01,77.78,5.59,54,0.78,1.57,0.22,26.61,1.23,38.46,74.71,18.34,63.41,31.42,84.34,5.03,31.11,19.93,0.01,0.11,0,0.11,7.6,60.29,2.91,30.77,0.67,16.67,0,9.28,61.45,0,0
César Azpilicueta,Atlético Madrid,"LCB, LB, RCB",35,2025-06-30,811,Spain,right,178,7.32,6.21,64.29,3.33,50,0.15,0.44,3.22,4.24,0.44,0.11,0.06,0.44,75,25,0.22,50,0.22,0,1,22.22,0.67,1.78,0.22,45.61,0.44,54.71,88.84,25.08,84.07,49.72,92.86,4.77,48.84,17.37,0,0,0,0,8.21,81.08,1.55,21.43,0.89,37.5,0.22,9.43,80,0,0
T. Douvikas,Celta de Vigo,CF,25,2028-06-30,813,Greece,right,186,4.32,4.32,51.28,3.76,41.18,1.12,0,1.33,1.93,1.55,0.33,0.37,1.66,53.33,20,0.33,33.33,0.89,62.5,8.63,35.9,2.55,0.55,0.11,7.97,2.77,10.18,70.65,1.11,70,9.85,71.91,0,0,19.06,0.01,0.11,0,0.11,0.33,66.67,0.22,50,0,0,0.11,0.66,50,0,0
Stefan Bajčetić,Las Palmas,"LDMF, LCMF, RCMF",20,2027-06-30,815,"Spain, Serbia",right,185,13.25,9.83,53.93,2.43,40.91,1.59,0.33,6.63,7.93,1.44,0.11,0.02,0.33,66.67,33.333,0.33,33.33,1.88,52.94,4.53,46.34,0.44,0.66,0.11,19.88,1.1,35.78,78.4,13.36,64.46,28.49,85.27,6.96,52.38,21.12,0.04,0.55,0.22,0.11,5.52,64,1.21,63.64,0.77,42.86,0.99,6.96,68.25,0,0
Raul García,Osasuna,"CF, AMF",24,2028-06-30,816,Spain,right,192,3.86,3.2,65.52,3.75,44.12,0,0.11,1.76,2.35,1.76,0.22,0.26,1.88,52.94,11.765,0.77,14.29,1.99,33.33,7.06,23.44,2.76,1.1,0.11,10.59,1.32,15.88,74.31,2.87,65.38,14.01,79.53,1.1,50,16.27,0.05,0.22,0,0.11,1.43,92.31,0.66,33.33,0,0,0.22,1.76,62.5,0,0
Thierry Correia,Valencia,"RB, LB",25,2026-06-30,825,"Portugal, Cape Verde Islands",right,176,9.93,8.29,64.47,1.64,40,0.52,0.11,4.15,4.98,2.51,0,0.05,0.65,50,0,2.95,33.33,2.84,42.31,6.44,45.76,1.09,1.53,0.33,27.6,1.53,38.4,72.73,15.71,62.5,30.11,82.61,5.45,38,20.06,0.02,0.33,0,0.22,5.89,48.15,3.49,46.88,0.22,0,0.65,10.04,66.3,0,0
Á. Correa,Atlético Madrid,"CF, RW",30,2026-06-30,835,"Argentina, Spain",right,171,4.85,5.82,48.15,1.4,15.38,0.48,0,1.72,2.55,4.63,0.32,0.57,3.23,36.67,10,2.37,40.91,4.31,55,10.67,40.4,5.93,1.62,0.32,20.26,0.97,25.76,78.24,5.39,74,22.63,82.86,0.86,62.5,15.81,0.08,0.54,0.22,0.32,2.48,78.26,2.69,56,0.22,50,1.19,2.48,69.57,0,0
C. Hernández,Real Betis,CF,26,2025-12-31,835,"Colombia, Spain",right,176,3.88,3.66,50,6.14,31.58,0,0,2.05,2.74,2.37,0.32,0.31,2.8,23.08,11.538,0.75,28.57,2.8,50,9.49,32.95,3.34,1.72,0.11,14.87,0.75,21.56,75.5,6.47,61.67,19.08,77.4,1.72,75,16.22,0.05,0.54,0.32,0.32,2.48,73.91,2.05,36.84,0.32,33.33,0.65,2.8,76.92,0,0
A. Witsel,Atlético Madrid,"RCB, CB",36,2025-06-30,856,"Belgium, Martinique",right,186,8.73,5.26,78,4.42,66.67,0.14,0.74,4.52,5.89,0.11,0,0,0,0,0,0,0,0.11,100,0.95,55.56,0.32,0.63,0,33.43,0.32,48.15,91.48,16.93,80.75,45.84,92.89,2.31,63.64,19.02,0.06,0.11,0,0.11,2.73,88.46,0,0,0,0,0.11,6.52,69.35,0,0
Jon Pacheco,Real Sociedad,LCB,24,2030-06-30,859,Spain,left,184,8.7,6.6,71.43,4.4,52.38,0.35,0.52,3.77,6.24,0.1,0,0,0,0,0,0,0,0.1,100,1.05,50,0.1,1.15,0,30.17,0.31,45.58,86.67,15.19,72.41,39.19,91.44,6.39,57.38,21.78,0,0.1,0.1,0,4.92,61.7,0.63,33.33,0.42,0,0.21,7.12,61.76,0,0
Gerard Gumbau,Rayo Vallecano,"LCMF, LDMF, AMF",30,2027-06-30,863,Spain,left,187,7.09,6.36,68.85,3.65,45.71,0.72,0.31,2.19,3.04,1.15,0,0.15,1.25,41.67,0,1.15,36.36,0.42,50,2.5,45.83,1.04,0.52,0,25.76,1.04,34.41,79.7,11.37,61.47,29.93,86.06,3.44,36.36,17.9,0.09,0.73,0,0.21,5.74,67.27,1.77,35.29,0,0,0.31,4.69,68.89,0,0
Borja Mayoral,Getafe,CF,28,2027-06-30,870,Spain,right,182,2.38,2.48,54.17,6.1,27.12,0,0,1.03,1.49,1.86,0.41,0.34,1.45,50,28.571,0.62,16.67,1.66,62.5,7.34,25.35,2.59,0.21,0,11.69,1.14,16.86,82.82,2.17,61.9,15.21,86.39,1.03,70,14.73,0.06,0.62,0,0.21,1.45,42.86,0.93,22.22,0,0,0.62,0.93,100,0,0
C. Stuani,Girona,CF,38,2026-06-30,878,"Uruguay, Italy",right,186,3.59,2.56,44,3.9,39.47,0.77,0.1,2.05,3.87,1.74,0.82,0.78,2.56,64,32,0.1,0,0.1,100,2.56,12,4,0,0,6.15,0.1,9.02,70.45,1.33,53.85,8.82,70.93,0.1,100,12.38,0.03,0.51,0,0.31,0.82,25,0.41,50,0,0,0.82,0.62,33.33,0,0
Moi Gómez,Osasuna,"LCMF, LW, LWF",30,2027-06-30,879,Spain,right,176,5.02,3.58,71.43,1.74,17.65,0.12,0.2,2.35,2.82,2.25,0,0.04,0.51,20,0,2.25,63.64,1.74,41.18,6.76,33.33,0.61,0.72,0,32.05,0.61,44.33,81.99,10.44,61.76,37.17,87.05,5.02,53.06,18.81,0.05,0.61,0,0.41,6.45,80.95,2.56,64,0.31,33.33,0.61,5.84,73.68,0,0
Jon Ander Olasagasti,Real Sociedad,"RCMF, LCMF",24,2025-06-30,881,Spain,left,176,6.95,6.13,56.67,4.19,36.59,0.16,0.31,3.37,5.35,0.72,0.1,0.05,1.02,20,10,1.23,8.33,0.82,37.5,4.7,30.43,1.53,1.23,0.1,24.42,0.72,37.19,77.47,9.19,56.67,32.59,82.45,3.37,54.55,17.04,0.08,0.61,0.41,0.51,4.7,65.22,2.55,32,0.61,33.33,1.43,3.27,71.88,0,0
Marvin Park,Las Palmas,"RB, RAMF",24,2028-06-30,882,"Spain, Nigeria",right,178,10.2,8.88,62.07,2.45,41.67,0.44,0.41,4.39,6.32,1.94,0,0.02,0.31,0,0,4.49,27.27,1.63,43.75,5.82,40.35,1.12,1.73,0.61,22.35,1.53,32.04,73.57,8.57,65.48,26.22,83.27,1.53,40,19.31,0.08,0.61,0,0.31,3.27,65.63,3.88,34.21,0.31,33.33,0.41,6.12,70,0,0
T. Conechny,Deportivo Alavés,"LW, LAMF",27,2028-06-30,884,"Argentina, Poland",left,176,6.92,6.92,48.53,4.89,37.5,0.6,0.1,3.05,3.63,2.34,0.1,0.34,2.04,40,5,3.05,43.33,1.02,20,5.9,27.59,2.55,0.81,0,21.69,0.92,29.42,70.59,8.25,49.38,24.64,75.21,2.04,55,17.89,0.07,0.51,0.2,0.31,2.55,52,3.05,46.67,0.61,33.33,0.41,5.19,64.71,0,0
Jesús Vázquez,Valencia,LB,22,2026-06-30,884,Spain,left,182,9.67,9.47,55.91,2.24,40.91,0.12,0.31,4.28,5.08,2.04,0,0.01,0.31,0,0,2.14,14.29,2.34,73.91,8.65,50.59,1.12,2.55,0.31,19.55,1.02,30.14,75.68,10.08,61.62,26.06,83.59,1.93,36.84,15.76,0.07,0.2,0.1,0.2,2.65,61.54,1.32,23.08,0.31,0,0.1,4.68,52.17,0,0
Manu Fuster,Las Palmas,"RAMF, LW, LAMF",27,2028-06-30,885,Spain,right,169,7.12,7.42,49.32,1.32,38.46,0.3,0.2,3.25,4.8,3.15,0.2,0.14,1.53,40,13.333,2.75,40.74,2.44,58.33,8.64,43.53,1.53,1.42,0.1,30.71,2.64,41.49,84.8,11.19,75.45,34.98,89.53,3.97,69.23,16.39,0.16,2.03,0.1,0.31,4.88,79.17,4.17,65.85,0.51,60,1.83,7.22,83.1,0,0
J. Bamba,Celta de Vigo,"AMF, LWF, LW",28,2026-06-30,886,"France, Côte d'Ivoire",right,175,6.2,5.89,63.79,1.83,27.78,0.13,0,2.34,2.99,4.57,0,0.11,1.22,41.67,0,2.74,40.74,4.88,56.25,11.48,39.82,2.34,3.15,0.91,26.61,1.73,35.86,79.6,8.63,64.71,31.59,84.57,1.73,47.06,15.6,0.11,0.91,0.3,0.91,3.76,70.27,2.64,50,0.61,66.67,0.91,5.69,67.86,0,0
Beñat Turrientes,Real Sociedad,"LCMF, RCMF",23,2030-06-30,897,Spain,right,181,7.73,6.22,59.68,3.01,36.67,0.47,0.2,3.71,5.84,1.81,0,0.07,0.5,20,0,0.8,25,2.11,71.43,7.32,43.84,0.7,1.51,0.4,24.88,2.11,33.81,90.5,6.52,76.92,30.8,93.49,2.41,66.67,17.22,0.01,0.1,0,0.1,4.41,79.55,0.7,28.57,0,0,0.1,2.31,69.57,0,0
